artist_id,name,popularity,genres,img_url,followers,ranking
5UAJ2sTvAOJe7fC3y28Gtm,Pacha,27,"['andean', 'folklore boliviano']",https://i.scdn.co/image/ab67616d0000b273ceb259b15fc6f9b21325f84d,,popular
4Ndmj2D1NcPFkJG4hqBPhO,Willy Claure,31,['andean'],https://i.scdn.co/image/76e5fb0aadff7c8a2c78e130a8bf5af594b69cb6,,popular
2wcQ9ygMF236f1YkkrlT2D,Alcoholika La Christo,26,"['bolivian metal', 'bolivian rock']",https://i.scdn.co/image/8f171e8a28bc5925b95bf6893dd3b57aaeae1394,,popular
2y5BDiTXFsZuY5QTLXCtDn,SUMAYA ANDINA,30,"['folklore boliviano', 'salay']",https://i.scdn.co/image/1705bf1344173efc43277aab372908470189577f,,popular
7k6ftK7tgl0a0c2aNKrRD1,Mammut,0,['bolivian rock'],https://i.scdn.co/image/0b68ec59a144ede654a154f1ae8fb0426f14021d,,unkwown
2aswi6sCAE8yRG9LFVKpJi,Código Fher,29,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b273b97c4ee215d3d51715d52c25,,popular
6MXHMKs1wfM2POzcZLKz0k,Esther Marisol,32,['andean'],https://i.scdn.co/image/ab67616d0000b2731a4998d1bcf733cc0404c1ec,,popular
15iMciFRFPNbdWYOTCnF6j,Orquesta Internacional Guachambe,35,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b273a2867fe27ea1b440980c8e75,,popular
45KlD9kfCouyPINcMgPfdQ,Deszaire,28,['bolivian rock'],https://i.scdn.co/image/85829258f312b3576c8cad99f6c17123e74063f9,,popular
6CuRf4fFjJk2HXNeXygoeD,Enriqueta Ulloa,30,['andean'],https://i.scdn.co/image/ab67616d0000b27329cd320bd49a046ca2390a12,,popular
4DJ8AcSZKLky2Nckx8pTWV,Mc J Rap,32,['hip hop boliviano'],https://i.scdn.co/image/0884cbcd60a46bf5e414d7612d4448cffdb16549,,popular
0VuXmDxRO9dprPumahA54F,Vero Pérez & Jorge Villanueva,25,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b2737b6ea9a8d5e457dc7e730d06,,blooming
1ztGrQE8wrNwgewKy9JcTG,Animal de Ciudad,19,['bolivian rock'],https://i.scdn.co/image/edace4456ce369fb9efc4b5114bc482056833850,,blooming
1nqk2fIHKCbcUFAYoyNodA,Grillo Villegas,13,"['bolivian rock', 'indie boliviano']",https://i.scdn.co/image/ab67616d0000b27321b8c636013b43c27bcdae73,,starters
7sX8xqtBldHbgRz56Ymnus,Yuri Ortuño & La Nueva Proyección,13,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b2736a8e7be2e46aeb537dd99282,,starters
3MmfFvTHPmIqVYxy1QQmTg,Juan Enrique Jurado,30,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b273d717b4e1ae4a4041721dedd3,,popular
0KIcdsgZ0AzjMHO7kWlT7v,Inkas de Oro,6,['andean'],https://i.scdn.co/image/ab67616d0000b2739f1cbc15182b225765f12637,,unkwown
5rWAewvYBngzuOdXeznVhl,Horizontes,25,"['andean', 'folklore boliviano']",https://i.scdn.co/image/ab67616d0000b2738a1504fe81982eb49147c6e8,,blooming
05uYzJFsZl7jm3bb5ePszJ,Miguel Orías,31,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b273858c217b3edaa6e5bd4da849,,popular
1YKJToMncgtzNmlLyCfoRD,Dúo Sentimiento,27,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b27339cf645a614bc9ebdaeadee8,,popular
7brQxl56LuqwAZPoLXBD31,Ozono Bolivia,0,['folklore boliviano'],https://i.scdn.co/image/358e5db5c33fa6412546d1a878e085cf0af2be2c,,unkwown
1WmjCGZ8XqKv6yKvMwP5sL,Prana Reggae,20,['bolivian rock'],https://i.scdn.co/image/a94510937b9076a868e1f5a72eff1143272caa98,,blooming
7jbCSOX82mkj4BGiIY1IeI,Los Jairas,29,['andean'],https://i.scdn.co/image/ab67616d0000b273dd396dac48587b0712faf596,,popular
1C6RdNDq2lP6PcBkPjeHBR,Mayra Gonzales,18,['bolivian rock'],https://i.scdn.co/image/fa59f4f347fbcd3fbf861c60779a61856dbb6b24,,blooming
1bCReWtNr9XkS0fQ3XbmpZ,Grupo Iberia de Bolivia,2,['cumbia boliviana'],,,unkwown
1qZjSbyAmV7wcvUxxt8LYN,Acustica,34,['salay'],https://i.scdn.co/image/ab67616d0000b2733773dab1a0432c06dfa98763,,popular
6YDhLSe2wxJufEYSLj3UyP,Pasión Andina,28,['folklore boliviano'],https://i.scdn.co/image/971ff852378942aa1b76de13385f30d646dba0ef,,popular
